years_experience,skills_match_score,education_level,resume_length,shortlisted
13,65.7,Masters,849,1
6,80.4,Bachelors,626,1
0,59.3,Masters,205,0
6,84.9,Masters,618,0
9,56.4,Bachelors,479,1
7,92.8,Bachelors,592,1
10,97.0,Bachelors,821,1
8,57.4,PhD,589,1
11,71.9,Bachelors,728,1
2,55.5,Bachelors,473,0
14,63.9,Bachelors,873,1
3,63.4,Masters,418,1
3,75.6,Masters,447,0
11,80.0,PhD,819,1
8,51.6,Masters,700,1
12,93.1,Bachelors,718,1
6,57.6,Bachelors,406,1
2,55.0,Masters,502,1
9,100.0,PhD,495,1
4,71.4,Bachelors,544,1
6,57.4,Bachelors,674,1
7,57.4,Masters,621,1
15,100.0,Bachelors,810,1
0,71.0,Bachelors,304,0
11,79.4,PhD,807,1
1,44.4,Masters,450,0
6,75.3,Bachelors,865,0
10,86.4,Bachelors,617,1
14,79.9,Bachelors,721,1
12,72.5,PhD,616,1
15,95.4,PhD,814,1
13,94.2,Masters,844,1
12,74.2,Bachelors,649,1
14,84.9,High School,542,1
1,68.7,Masters,286,0
6,86.7,Bachelors,496,1
14,82.9,Masters,900,1
8,60.2,Masters,618,1
10,76.5,Bachelors,541,1
1,92.3,PhD,281,1
6,38.6,High School,547,1
3,32.6,Masters,520,0
10,75.9,Bachelors,548,1
12,79.6,Masters,657,1
1,60.1,Masters,255,0
12,73.3,High School,725,1
15,100.0,Bachelors,643,1
6,68.9,Bachelors,775,1
12,93.8,Bachelors,569,1
4,32.1,Masters,435,0
0,49.6,Bachelors,559,0
4,53.3,Bachelors,721,1
11,45.2,Bachelors,900,1
11,84.8,Masters,623,1
2,63.7,Masters,579,1
6,62.5,Bachelors,466,1
5,69.4,Masters,467,1
7,76.8,Masters,558,1
12,92.2,High School,900,1
4,78.9,Masters,382,0
1,64.4,Bachelors,245,0
8,100.0,Bachelors,532,1
13,72.9,Bachelors,678,1
10,57.1,Bachelors,868,1
7,92.9,Masters,629,1
5,91.0,High School,455,1
12,67.5,High School,900,1
9,96.2,Bachelors,592,1
6,65.2,Masters,830,0
8,86.0,Masters,756,1
6,79.1,Bachelors,687,1
2,55.8,Masters,414,1
5,100.0,PhD,609,1
10,100.0,Bachelors,536,1
12,69.9,Masters,831,1
10,80.5,Bachelors,530,1
6,78.7,High School,380,0
1,31.3,Bachelors,180,0
2,57.4,High School,424,0
3,46.2,PhD,395,1
9,85.5,Bachelors,725,1
5,72.5,Masters,365,0
0,51.9,Bachelors,285,0
8,53.7,Masters,614,1
4,56.5,Bachelors,413,0
12,93.0,Masters,525,1
11,78.9,Bachelors,873,0
13,100.0,Masters,900,1
6,90.2,Masters,713,1
8,93.5,Masters,366,1
8,60.9,High School,566,1
0,61.9,Bachelors,354,0
14,74.8,Masters,786,1
0,38.6,Bachelors,266,0
2,79.2,Bachelors,509,0
5,49.7,Bachelors,531,0
1,40.1,Bachelors,215,0
9,77.1,Bachelors,485,1
11,79.2,Masters,764,1
10,74.7,Bachelors,641,1
0,92.1,Bachelors,480,0
0,42.6,Bachelors,498,0
12,88.9,Bachelors,798,1
4,70.6,Masters,583,0
3,78.6,Bachelors,438,0
0,49.5,Masters,291,0
3,60.1,Bachelors,473,0
2,63.2,Bachelors,150,0
1,38.0,Bachelors,476,0
8,41.9,High School,548,0
13,86.9,Masters,900,1
14,100.0,Bachelors,750,1
10,76.0,Masters,827,1
0,61.8,PhD,203,0
6,90.5,Masters,369,1
13,81.3,Bachelors,794,1
12,93.2,Bachelors,817,1
3,100.0,PhD,560,1
4,60.6,Masters,402,0
9,76.6,Masters,662,1
4,71.4,Bachelors,328,0
0,83.6,Masters,440,0
5,69.5,Masters,448,0
12,92.4,Bachelors,806,1
8,82.5,Masters,738,1
1,58.4,Bachelors,279,0
6,58.7,High School,750,1
5,62.1,Masters,580,0
4,100.0,Bachelors,477,1
3,40.4,Bachelors,431,0
3,41.8,Bachelors,510,0
5,71.2,Bachelors,485,1
3,66.5,Bachelors,423,1
4,79.4,PhD,331,1
12,68.4,Bachelors,622,1
5,52.1,Bachelors,467,1
4,65.0,Masters,150,0
6,83.1,Bachelors,343,1
8,58.2,Bachelors,490,1
9,73.3,High School,560,1
6,57.3,High School,383,0
6,46.6,Bachelors,418,1
3,44.3,Bachelors,523,0
0,71.2,Bachelors,180,0
13,78.2,Masters,581,1
7,90.2,Bachelors,401,1
3,70.4,PhD,571,1
0,40.7,Masters,311,0
4,68.2,High School,308,0
13,79.0,PhD,516,1
15,81.8,Bachelors,772,1
13,100.0,Bachelors,584,1
15,68.2,Bachelors,795,1
7,68.5,Masters,396,1
3,47.2,Bachelors,281,0
12,63.6,Bachelors,575,1
11,72.4,Bachelors,632,1
7,62.4,Masters,711,1
7,67.4,Bachelors,723,1
2,71.1,Bachelors,400,0
8,62.2,Bachelors,240,1
2,43.2,Masters,410,0
0,67.1,Bachelors,374,0
1,48.1,Bachelors,740,0
14,100.0,Masters,900,1
5,61.4,Bachelors,388,1
11,81.2,Masters,414,1
9,48.4,PhD,743,1
1,45.8,Masters,306,0
5,28.8,High School,353,0
13,87.9,Bachelors,728,1
0,56.3,Bachelors,374,0
10,94.5,PhD,851,1
12,100.0,PhD,898,1
0,71.9,Bachelors,274,0
4,65.9,Masters,350,1
9,80.5,Masters,702,1
12,90.2,Bachelors,676,1
10,65.6,Bachelors,470,1
8,54.9,High School,693,1
15,100.0,Bachelors,857,1
13,60.2,Masters,729,1
7,86.5,PhD,557,1
2,66.6,Bachelors,522,0
14,68.7,Bachelors,712,1
2,51.5,Bachelors,232,0
14,83.9,Masters,622,1
0,64.5,Masters,470,0
13,88.8,Bachelors,740,1
2,64.8,Masters,447,1
15,85.8,High School,762,1
14,95.4,Bachelors,611,1
13,100.0,PhD,674,1
11,98.0,High School,845,1
11,95.1,Bachelors,677,1
11,79.8,Bachelors,634,1
12,91.1,Bachelors,900,1
10,87.6,Masters,551,1
0,63.7,Masters,291,0
7,62.2,Masters,390,1
0,59.9,Bachelors,394,0
4,34.5,Bachelors,303,0
8,85.1,High School,802,1
6,78.5,Masters,390,1
3,61.1,Bachelors,429,0
15,84.9,Masters,790,1
10,87.3,Bachelors,670,1
8,96.6,High School,847,1
8,79.1,Bachelors,536,1
1,95.5,PhD,241,0
9,87.3,Bachelors,538,1
9,63.4,Bachelors,661,1
10,84.8,Bachelors,629,1
11,85.4,Bachelors,762,1
5,50.9,High School,771,0
3,57.4,Bachelors,432,0
7,65.1,Bachelors,710,1
11,81.0,Bachelors,740,1
10,73.3,Bachelors,660,1
6,73.5,Bachelors,636,0
6,79.7,Masters,423,1
10,92.0,High School,695,1
9,83.7,Bachelors,900,1
8,63.0,Bachelors,305,1
12,100.0,Bachelors,885,1
4,58.8,Masters,322,1
5,65.4,Masters,481,1
0,70.2,Masters,341,0
5,100.0,Bachelors,302,1
1,65.5,Bachelors,295,0
5,57.9,Bachelors,375,0
8,48.9,Bachelors,510,1
7,45.9,Bachelors,622,1
8,73.7,Bachelors,628,1
12,93.4,Masters,754,1
14,59.7,High School,777,1
9,86.3,PhD,827,1
7,51.8,Bachelors,529,1
2,51.4,Masters,391,1
7,81.0,Bachelors,475,1
15,80.0,Masters,775,1
5,82.7,High School,342,1
12,72.7,Bachelors,386,1
5,84.1,Bachelors,620,0
5,100.0,PhD,455,1
2,57.8,PhD,496,0
9,100.0,Bachelors,602,1
0,61.5,Masters,454,0
11,70.0,Bachelors,718,1
13,79.1,Bachelors,702,1
3,57.4,Bachelors,633,0
9,100.0,PhD,635,1
11,99.3,Bachelors,850,1
5,87.1,Bachelors,517,1
10,58.0,Bachelors,464,1
11,82.3,Bachelors,793,1
9,52.3,Bachelors,454,1
1,74.7,Bachelors,315,0
6,62.2,Bachelors,788,1
6,77.0,Bachelors,726,0
10,70.0,Bachelors,860,1
3,32.7,High School,488,0
3,80.5,Masters,433,1
14,99.9,Bachelors,677,1
0,63.3,Masters,161,0
12,49.8,Bachelors,825,1
1,70.8,Bachelors,438,0
8,62.4,Bachelors,576,0
9,87.0,Masters,559,1
7,67.9,Masters,474,1
7,65.7,Bachelors,467,1
8,81.0,Bachelors,472,1
15,78.9,Masters,900,1
14,83.0,Bachelors,642,1
6,80.9,Masters,294,1
12,100.0,High School,670,1
8,76.1,Masters,549,1
9,88.1,Bachelors,598,1
11,61.9,Bachelors,746,1
1,88.7,Masters,612,0
5,55.4,Bachelors,628,0
14,83.5,Bachelors,900,1
2,69.2,Bachelors,398,0
10,65.8,Bachelors,806,1
14,97.2,High School,630,1
5,65.1,PhD,738,1
2,77.7,Masters,623,0
7,87.5,Bachelors,457,0
14,97.9,Masters,803,1
10,88.1,Bachelors,461,1
14,100.0,Masters,624,1
12,87.7,Bachelors,806,1
3,68.9,Masters,445,0
11,88.3,Masters,553,1
9,98.3,Masters,596,1
5,100.0,Bachelors,389,0
14,83.0,Bachelors,700,1
8,59.8,Bachelors,663,0
1,76.9,Bachelors,425,0
1,39.1,Bachelors,235,0
6,77.1,Masters,531,1
14,93.8,Masters,900,1
1,57.9,Bachelors,520,0
1,58.8,Bachelors,438,0
3,42.5,Masters,453,0
8,64.2,Masters,594,1
7,85.6,Bachelors,591,1
1,24.4,High School,542,0
7,74.0,Masters,575,1
3,62.6,Masters,400,0
1,25.1,High School,455,0
10,100.0,Masters,881,1
9,63.8,Masters,608,1
6,77.7,Bachelors,421,0
5,64.2,Masters,474,1
13,70.8,Bachelors,849,1
9,75.7,Masters,465,1
4,60.2,Bachelors,524,0
10,74.7,Bachelors,662,1
0,49.4,Masters,198,0
1,48.0,Masters,251,0
7,94.1,PhD,485,1
0,57.6,Bachelors,351,0
2,56.1,High School,551,0
1,53.6,PhD,266,0
4,92.9,Masters,356,0
3,69.7,PhD,603,0
12,53.1,Bachelors,623,1
6,73.6,Bachelors,561,1
4,54.0,Bachelors,621,0
7,88.9,Masters,723,1
3,82.8,Masters,156,0
14,99.3,Bachelors,849,1
11,72.6,Bachelors,493,1
5,65.8,Bachelors,553,1
3,71.0,Masters,376,0
1,72.9,Bachelors,217,0
0,45.7,Masters,262,0
13,84.9,Bachelors,762,1
13,100.0,Bachelors,709,1
0,45.0,High School,269,0
7,74.9,Masters,529,1
13,100.0,Bachelors,681,1
3,67.4,PhD,514,1
4,46.2,Masters,325,0
10,76.6,Bachelors,465,1
7,96.6,Bachelors,570,1
11,100.0,PhD,503,1
14,66.3,High School,695,1
6,75.7,Bachelors,437,1
12,86.4,PhD,680,1
15,100.0,Masters,719,1
7,62.3,Bachelors,436,1
12,88.9,Bachelors,685,1
7,100.0,Masters,372,1
5,28.3,Bachelors,561,0
9,84.4,Bachelors,744,1
1,79.3,Bachelors,442,0
15,64.2,Bachelors,737,1
5,64.2,PhD,585,1
13,81.3,Masters,858,1
0,50.3,Masters,348,1
0,52.9,PhD,485,0
10,71.9,Bachelors,598,1
2,69.8,High School,417,0
2,87.6,Masters,297,0
10,97.0,Bachelors,800,1
12,96.4,Bachelors,522,1
4,88.5,High School,348,0
0,88.0,Bachelors,293,0
9,78.0,Bachelors,870,1
5,89.0,Bachelors,556,1
6,75.9,Bachelors,366,1
9,72.3,Bachelors,710,1
11,78.8,Bachelors,664,1
12,96.7,Bachelors,771,1
10,100.0,PhD,677,1
2,77.7,PhD,576,1
3,61.3,Masters,495,0
9,75.7,PhD,620,1
10,57.2,PhD,642,1
9,80.9,Bachelors,574,1
13,87.9,Bachelors,778,1
11,71.3,PhD,758,1
14,96.3,Masters,863,1
9,82.3,Bachelors,644,1
13,65.0,Masters,658,1
15,82.7,Bachelors,860,1
15,100.0,Bachelors,894,1
9,66.0,Bachelors,707,1
15,87.8,Bachelors,803,1
9,73.4,High School,510,1
2,64.9,Masters,515,0
0,67.8,Bachelors,324,0
7,81.0,High School,715,1
12,96.0,High School,883,1
9,74.5,Masters,614,1
9,90.9,PhD,555,1
1,72.1,Bachelors,382,0
0,51.2,High School,150,0
13,72.7,Bachelors,704,1
7,77.4,Masters,618,1
6,60.4,Bachelors,683,1
6,58.9,Bachelors,439,0
3,66.8,Bachelors,437,0
10,74.7,Bachelors,629,1
8,83.6,PhD,553,1
5,39.7,High School,595,0
1,56.9,Bachelors,362,0
13,53.3,Masters,749,1
0,45.6,Masters,605,0
0,56.2,Bachelors,368,0
8,99.2,PhD,516,1
3,75.3,Masters,262,1
4,66.9,Bachelors,653,1
2,55.8,Bachelors,256,0
3,59.7,Bachelors,425,0
11,99.1,Bachelors,736,1
7,54.9,Bachelors,383,1
12,74.4,Masters,684,1
3,83.3,Masters,472,1
8,68.3,Bachelors,690,1
8,100.0,Bachelors,436,1
15,97.9,Bachelors,750,1
5,88.6,Masters,431,1
1,38.9,Masters,150,0
11,95.4,Bachelors,830,0
9,66.5,Masters,577,1
10,88.2,Bachelors,664,1
6,67.8,Masters,277,1
8,76.8,Bachelors,395,1
5,50.9,Bachelors,538,1
2,35.7,Bachelors,257,0
15,93.5,Masters,809,1
13,82.8,Masters,793,1
14,79.6,PhD,817,1
6,44.3,Bachelors,513,1
15,47.4,Bachelors,729,1
4,73.4,Bachelors,518,0
15,87.4,Masters,818,1
0,52.2,Masters,459,0
2,68.4,Masters,297,0
4,84.5,Masters,652,1
6,77.3,Masters,680,1
2,62.4,PhD,337,1
5,99.5,Bachelors,548,1
4,59.7,Masters,430,0
12,67.9,PhD,900,1
0,59.0,Bachelors,345,0
15,87.4,Masters,877,1
9,89.7,Bachelors,574,1
5,59.6,Bachelors,478,1
13,84.8,Masters,650,1
7,58.5,Bachelors,597,1
12,93.6,Bachelors,675,1
12,87.4,Masters,638,1
0,48.9,High School,232,0
1,52.8,High School,438,0
13,86.9,Masters,762,1
14,63.9,Bachelors,768,1
3,80.9,Bachelors,424,0
11,96.1,Bachelors,788,1
1,55.6,High School,567,0
10,72.0,High School,629,1
8,62.3,Masters,648,1
9,100.0,Bachelors,561,1
7,93.8,Bachelors,527,1
7,84.9,PhD,563,1
3,79.6,Masters,319,1
4,84.0,Bachelors,432,1
3,78.9,Bachelors,420,0
12,72.4,Masters,812,1
8,72.6,Masters,715,1
12,92.3,Masters,735,1
1,62.5,Bachelors,422,0
12,92.8,Bachelors,704,1
10,87.2,Bachelors,633,1
7,79.0,Masters,563,1
1,24.2,Masters,173,0
15,100.0,High School,761,1
0,65.6,High School,476,0
9,100.0,PhD,524,1
2,54.3,Bachelors,233,0
8,45.9,Bachelors,744,1
11,80.5,Masters,900,1
2,68.4,Bachelors,390,1
8,66.9,Bachelors,682,1
6,90.1,Bachelors,578,1
12,75.3,Masters,632,1
9,74.0,Bachelors,593,1
0,61.3,PhD,330,0
9,100.0,Bachelors,557,1
4,55.7,Masters,330,0
8,82.3,Bachelors,335,1
11,61.5,Bachelors,711,1
14,94.4,Masters,747,1
14,71.2,Bachelors,724,1
2,81.7,Masters,270,0
8,87.1,Bachelors,536,1
4,69.6,Bachelors,408,1
8,52.6,Bachelors,625,1
9,78.5,Masters,774,1
5,62.9,Bachelors,634,0
15,100.0,PhD,900,1
8,60.0,Bachelors,584,0
6,86.8,Bachelors,580,1
6,84.0,Bachelors,691,1
7,50.9,Bachelors,331,1
6,61.7,High School,430,0
11,82.5,Masters,763,1
8,88.6,Bachelors,521,1
10,67.2,Bachelors,471,1
8,84.1,PhD,514,1
5,84.0,Bachelors,589,0
6,73.3,Bachelors,694,1
1,31.6,Bachelors,320,0
14,78.1,Bachelors,660,1
8,87.1,Bachelors,527,1
11,91.2,Bachelors,827,1
12,47.8,Bachelors,900,1
0,64.3,Masters,150,0
0,75.4,Masters,629,0
2,73.3,Masters,245,0
11,89.3,Bachelors,736,1
5,98.4,Bachelors,743,1
4,64.8,Bachelors,397,0
14,90.1,Bachelors,814,1
1,40.9,High School,248,0
8,64.0,Bachelors,789,1
13,78.5,Bachelors,491,1
12,98.0,Masters,447,1
9,64.3,Bachelors,613,1
13,100.0,PhD,716,1
3,50.9,Masters,525,0
3,68.6,High School,480,0
4,73.8,Bachelors,438,1
14,93.1,Masters,773,1
7,90.0,Masters,227,1
9,64.4,Bachelors,562,1
3,56.5,Bachelors,346,0
15,73.0,Bachelors,777,1
4,65.6,Bachelors,410,0
11,85.2,PhD,836,1
3,76.3,Bachelors,467,0
13,84.8,High School,769,1
15,97.8,Bachelors,900,1
5,68.3,Masters,416,0
11,89.3,Masters,733,1
15,100.0,Masters,805,1
2,45.1,Masters,463,0
7,47.7,Masters,772,1
5,80.8,Masters,413,1
9,62.8,Bachelors,645,1
4,44.8,Bachelors,555,0
12,93.3,Masters,564,1
14,70.4,Bachelors,688,1
1,86.3,Masters,320,1
9,77.8,Bachelors,554,1
9,76.2,Masters,585,1
6,52.7,High School,482,0
1,58.2,High School,262,0
0,37.4,Masters,635,0
6,32.5,Bachelors,543,0
4,45.9,Masters,498,1
0,74.6,Bachelors,241,0
14,79.1,PhD,631,1
3,45.7,Masters,489,1
11,78.2,Bachelors,532,1
12,100.0,Masters,696,1
3,79.9,Bachelors,373,0
9,63.5,Bachelors,682,1
6,61.0,Masters,388,1
8,65.3,Masters,690,1
1,45.8,Bachelors,448,0
11,87.7,Bachelors,863,1
13,82.2,Masters,748,1
15,70.8,Bachelors,831,1
0,41.2,Masters,277,0
1,97.8,Masters,150,0
6,80.6,Bachelors,277,1
12,64.2,High School,812,1
9,93.7,Bachelors,675,1
5,54.0,Masters,508,0
3,65.2,Masters,351,1
0,57.6,Masters,297,0
12,84.2,Bachelors,427,1
0,47.1,Masters,316,0
4,67.4,Bachelors,692,1
15,65.0,Masters,744,1
14,79.8,Bachelors,744,1
0,81.3,Masters,230,0
11,98.6,Masters,749,1
14,75.1,Bachelors,693,1
6,50.4,Masters,652,0
15,54.8,Bachelors,900,1
12,90.8,Bachelors,654,1
10,77.2,High School,330,1
0,67.0,Masters,507,0
0,86.6,Masters,320,1
1,65.5,Masters,404,0
12,88.7,Masters,719,1
13,62.5,Bachelors,866,0
10,97.4,High School,516,1
11,77.0,Bachelors,621,1
9,67.0,Masters,514,1
15,98.1,PhD,785,1
2,91.5,Bachelors,648,0
12,100.0,Masters,610,1
10,66.7,Masters,700,1
15,100.0,High School,872,1
14,90.5,Bachelors,806,1
0,76.1,Masters,366,0
14,89.7,Bachelors,763,1
8,86.5,Masters,644,1
9,95.3,Bachelors,725,1
7,40.8,High School,442,0
4,70.9,Bachelors,683,0
12,67.7,Masters,592,1
10,70.5,Bachelors,843,1
1,63.3,Masters,533,1
4,50.4,Bachelors,624,0
5,58.8,Bachelors,595,1
13,66.2,Masters,900,1
14,76.6,Bachelors,643,1
0,68.9,Masters,215,0
10,90.5,Bachelors,900,1
3,55.7,Masters,564,0
15,100.0,Masters,691,1
8,85.9,Masters,687,1
1,81.0,Bachelors,433,0
4,42.7,Masters,579,0
0,62.2,Bachelors,324,0
3,72.7,Bachelors,318,1
3,37.7,Bachelors,400,0
5,100.0,Bachelors,522,1
9,69.7,Masters,619,1
8,85.4,Masters,591,1
2,75.4,Bachelors,355,0
8,78.8,Masters,599,1
5,83.8,High School,431,1
6,100.0,Masters,439,1
11,66.6,Masters,828,1
9,81.0,Masters,836,1
1,73.2,Bachelors,334,0
10,56.8,Masters,658,1
9,91.5,Bachelors,620,1
13,100.0,Masters,900,1
5,86.8,Bachelors,556,1
5,77.8,Masters,544,1
1,78.1,High School,150,0
1,68.6,Masters,324,0
13,67.5,Masters,900,1
1,55.4,Masters,307,0
15,87.4,Masters,761,1
9,82.0,PhD,469,1
15,89.8,Masters,524,1
11,74.4,Bachelors,625,1
0,64.5,Masters,342,0
4,88.1,Bachelors,472,1
7,78.5,Masters,461,1
15,100.0,Masters,792,1
1,26.6,Bachelors,288,0
12,87.1,Masters,651,1
14,100.0,Masters,885,1
4,84.2,Bachelors,670,1
11,96.7,Bachelors,733,1
7,76.1,Bachelors,551,1
9,89.2,PhD,632,1
13,73.4,Bachelors,649,1
4,81.9,Masters,439,1
1,45.0,High School,487,0
2,71.7,Bachelors,548,0
14,89.9,Masters,695,1
5,67.7,Bachelors,356,0
10,100.0,PhD,665,1
10,85.9,Bachelors,736,1
4,69.7,Bachelors,581,1
10,65.5,High School,714,1
3,95.0,PhD,405,1
3,68.5,Bachelors,643,0
4,76.7,Bachelors,437,0
1,60.7,Bachelors,512,0
8,63.1,Bachelors,371,0
1,68.6,Masters,338,0
9,70.3,Masters,653,1
1,66.1,Bachelors,250,0
9,26.5,Bachelors,409,1
13,81.2,Masters,792,1
8,73.3,Bachelors,490,1
13,69.2,Bachelors,782,1
2,67.0,Bachelors,236,0
14,79.2,Bachelors,900,1
9,75.4,Bachelors,853,0
6,61.2,Bachelors,280,1
3,78.1,Bachelors,229,0
12,85.2,High School,822,1
12,89.7,Masters,564,1
5,75.9,PhD,624,1
13,100.0,PhD,626,1
3,64.9,Masters,437,1
9,65.0,Bachelors,542,1
14,63.4,High School,788,1
15,100.0,Masters,698,1
6,89.5,High School,448,1
0,44.8,Bachelors,298,0
2,57.2,Bachelors,408,0
12,76.1,Bachelors,507,1
2,63.4,Masters,261,0
0,34.7,Masters,150,0
5,83.4,Masters,538,1
14,100.0,Masters,870,1
12,52.9,Bachelors,575,1
10,100.0,Masters,557,1
15,100.0,Bachelors,900,1
13,41.2,Masters,676,1
8,40.9,Bachelors,599,1
7,73.3,Masters,632,1
10,100.0,PhD,513,1
15,87.3,High School,597,1
6,65.3,High School,406,1
9,84.1,Bachelors,507,1
7,59.4,Bachelors,564,0
5,86.7,Bachelors,619,1
8,75.7,Masters,370,1
2,37.0,Bachelors,239,0
14,73.6,Bachelors,694,1
9,84.8,Masters,625,1
9,71.2,Bachelors,822,1
8,67.6,Bachelors,557,1
3,70.3,Masters,459,1
6,78.6,Masters,576,1
14,62.5,High School,684,1
12,99.9,Bachelors,757,1
8,71.5,Bachelors,609,1
1,65.8,Bachelors,438,0
1,61.0,Bachelors,150,0
15,85.1,Masters,775,1
8,90.9,Masters,646,1
11,80.7,Bachelors,599,1
12,86.3,Masters,786,1
2,24.2,Bachelors,209,0
8,85.8,Bachelors,723,1
12,82.7,Masters,599,1
14,100.0,Masters,675,1
4,90.2,Bachelors,448,1
15,95.4,High School,820,1
5,72.1,Masters,508,1
1,55.2,Bachelors,525,0
7,100.0,Bachelors,600,1
10,84.8,Bachelors,603,1
8,80.4,Masters,586,1
15,84.8,Bachelors,596,1
1,53.6,PhD,403,0
5,38.2,Bachelors,605,0
15,100.0,Bachelors,573,1
5,59.6,Masters,618,1
7,68.6,Bachelors,562,1
9,73.9,Bachelors,687,1
11,100.0,Bachelors,560,1
4,54.0,Bachelors,542,0
8,81.1,Masters,427,1
0,65.2,Bachelors,413,0
8,60.2,PhD,613,1
9,57.1,Masters,820,1
6,58.8,Bachelors,476,0
3,67.2,Bachelors,377,0
2,63.2,Bachelors,150,0
13,81.7,Bachelors,616,1
9,89.0,Masters,801,1
14,68.1,High School,900,1
10,82.4,PhD,749,1
13,77.3,High School,807,1
5,55.1,Bachelors,269,1
11,100.0,Bachelors,741,1
12,49.1,Bachelors,860,1
0,79.9,Masters,223,0
15,100.0,Masters,900,1
2,73.6,Bachelors,345,0
1,64.7,Masters,488,1
10,100.0,Masters,669,1
12,78.5,Masters,568,1
8,83.1,Masters,566,1
2,66.3,Masters,329,0
12,78.0,Bachelors,713,1
1,61.3,Bachelors,475,0
3,49.3,Bachelors,423,0
14,79.3,Masters,836,1
13,100.0,Masters,675,1
1,100.0,Masters,394,0
0,72.8,PhD,473,0
5,80.0,Bachelors,463,1
14,93.0,Masters,859,1
9,86.1,Masters,665,1
7,83.4,Masters,462,1
9,94.8,Masters,485,1
9,98.6,Bachelors,562,1
15,74.2,Bachelors,676,1
1,100.0,PhD,542,1
13,81.1,High School,583,1
8,75.6,Bachelors,631,1
14,79.3,Bachelors,690,1
12,75.4,Bachelors,573,1
2,74.5,Masters,413,1
7,84.8,Masters,435,1
11,95.5,PhD,708,1
7,64.7,Bachelors,417,0
14,48.7,Masters,882,1
2,38.3,Masters,397,0
2,69.2,PhD,341,0
11,92.0,PhD,756,1
14,83.0,Masters,799,1
5,57.1,Bachelors,404,0
0,57.5,High School,427,0
3,65.6,Masters,336,1
0,54.1,Masters,334,0
13,63.0,Masters,543,1
2,48.8,Bachelors,446,0
8,91.2,Masters,548,1
13,69.1,Bachelors,797,1
13,93.5,Bachelors,873,1
4,86.3,Bachelors,438,1
11,75.1,PhD,550,1
4,58.8,Bachelors,460,0
15,100.0,Masters,763,1
10,96.0,Bachelors,624,1
3,57.6,Masters,409,1
2,40.9,Masters,481,0
4,91.8,PhD,555,1
14,94.3,Bachelors,792,1
13,89.5,Bachelors,813,1
10,95.0,Masters,640,1
3,45.7,Bachelors,313,1
7,77.4,Bachelors,609,1
3,59.2,Bachelors,359,0
10,90.3,Masters,584,1
11,87.0,High School,619,1
7,86.1,Bachelors,492,0
5,80.2,Masters,273,0
14,89.3,Bachelors,660,1
13,83.3,High School,649,1
11,85.0,Bachelors,717,1
15,81.9,Masters,706,1
15,81.9,Bachelors,872,1
10,87.3,Masters,664,1
4,79.0,Masters,494,1
3,53.7,Bachelors,527,0
3,54.9,PhD,485,0
11,54.4,Bachelors,511,1
3,44.6,Bachelors,278,0
10,73.2,Masters,658,1
12,78.6,Masters,814,1
12,77.3,Bachelors,770,1
8,55.4,Bachelors,461,1
3,36.3,Bachelors,321,0
11,81.4,Bachelors,727,1
8,79.2,Masters,501,1
12,94.6,Masters,612,1
15,99.7,Bachelors,778,1
15,93.4,Bachelors,900,1
9,77.2,Bachelors,566,1
5,80.6,Bachelors,470,1
9,92.4,High School,612,1
12,71.3,Bachelors,854,1
6,81.1,Bachelors,567,0
11,70.1,Bachelors,696,1
9,82.5,Masters,642,1
2,77.5,Bachelors,626,1
7,74.9,PhD,456,1
2,51.0,Masters,381,0
0,58.1,PhD,384,0
12,71.0,Masters,786,1
12,69.1,Masters,743,1
9,97.3,Masters,387,1
11,87.5,Bachelors,665,1
4,58.5,Masters,566,1
1,48.5,Masters,451,0
9,61.8,Bachelors,618,1
13,76.5,Masters,614,1
5,84.8,Bachelors,566,1
12,79.8,Bachelors,578,1
9,100.0,Bachelors,624,1
8,76.7,Masters,599,1
0,52.6,Masters,444,0
13,100.0,Masters,864,1
12,60.2,Masters,739,1
15,85.8,High School,900,1
3,52.8,PhD,387,1
14,52.8,Bachelors,900,1
15,89.5,Masters,764,1
0,70.0,Bachelors,150,0
0,60.7,Bachelors,489,0
7,76.7,Masters,804,1
13,48.3,Masters,601,1
13,81.2,Bachelors,900,1
12,83.1,Masters,623,1
13,92.8,Bachelors,606,1
10,61.6,Bachelors,379,1
14,100.0,Masters,900,1
15,79.9,Bachelors,711,1
15,86.8,Masters,900,1
1,62.9,High School,499,0
0,39.7,Bachelors,468,0
15,99.9,Bachelors,658,1
10,57.2,Bachelors,619,1
7,81.3,Bachelors,417,1
3,63.7,Masters,514,0
2,66.7,PhD,363,0
12,39.3,Masters,473,1
11,74.4,Masters,689,1
3,60.3,Bachelors,366,0
15,100.0,Bachelors,900,1
13,78.5,High School,694,1
15,77.7,Bachelors,789,1
10,93.8,Masters,541,1
4,57.9,Bachelors,584,0
0,73.0,Bachelors,311,0
14,89.4,Bachelors,731,1
13,70.0,Bachelors,825,1
10,87.1,High School,606,1
0,70.3,Masters,376,0
2,74.9,Bachelors,390,1
5,68.5,Masters,608,1
0,66.5,Bachelors,271,0
13,100.0,Masters,567,1
10,83.8,Masters,769,1
11,77.3,Masters,731,1
14,100.0,Bachelors,717,1
1,69.5,Bachelors,449,0
14,86.2,PhD,606,1
11,100.0,High School,732,1
13,65.4,Bachelors,792,1
6,77.4,Bachelors,399,1
13,100.0,Masters,675,1
13,95.1,High School,760,1
0,47.8,Masters,321,0
12,66.6,Masters,849,1
13,86.9,Bachelors,731,1
